,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
16659,Regent Airways,7,"""seats were good pitch""",18th December 2018,True,"  Dhaka to Cox's Baza. Booked a discounted ticket more than a month ago. Didn't expect too much. Just on time departure & arrival. That's what I got. Boarding & luggage handling was smooth. Cabin crew wasn't exactly cordial, but professional enough. It was a 40min ride, but the captain was able to make it bumpy despite clear weather. Cheese sandwich & cake was good enough for a shorts haul flight like this, but as expected no IFE. Aircraft was manufactured in 2001, so common for local Bangladeshi carriers. But the seats were good pitch even for a Dutch national who flew alongside me & was well over 6'. Hope for a similar experience with Regent next time.",Boeing 737-800 (S2-AIO),Family Leisure,Economy Class,Dhaka to Cox's Baza,December 2018,4.0,3.0,3.0,4.0,,,5.0,yes
16660,Regent Airways,3,"""It got hotter, and hotter""",25th November 2018,True," As soon as I boarded the plane, it was hot. Air conditioner was not on. It got hotter, and hotter, and hotter inside the plane while all others after me boarded. That process took roughly about 40 minutes for everybody to board. Despite many people trying to cool themselves by fanning newspapers or whatever that were in their hands and requests to the crew to switch on the air conditioner, it was still not switched on. When, finally, the plane started moving, I thought the ac would now be switched on - bot no - they still would not switch it on. The plane spent 20 minutes taxiing on the tarmac before taking off. The air conditioners finally came on about 7 minutes into the flight, for a flight that only lasts 30 minutes. The same thing happened on the return, with no air conditioner on until well into the flight. This is utterly disgusting on the part of Regent Airways. I have flown on this airline before as well, and the same thing happened on those occasions as well. If Regent Airways are reading this, please increase your fares to cover the cost of fuel for keeping the ac on right from the time of boarding to keep passengers comfortable. This is obviously a cost cutting exercise in fuel costs - but this is really disgusting. I am pretty sure all those waving their newspapers and anything else to keep themselves cool would much prefer to pay a few more Taka extra for the ac to be kept on than the terrible experience they get whilst on board your flights.",,Solo Leisure,Economy Class,Dhaka to Kolkata ,October 2018,2.0,2.0,1.0,2.0,,,2.0,no
16661,Regent Airways,3,"it was so hot on board""",27th May 2018,True,  Kolkata to Dhaka. Yesterday we traveled with regent airways but it was so hot on board that it was unbelievable. On an airplane it is not clean and service is not good. We think next time we're not flying with Regent Airways.,Boeing 737-800,Couple Leisure,Economy Class,Kolkata to Dhaka,May 2018,3.0,4.0,1.0,2.0,,,3.0,no
16662,Regent Airways,6,"""our seats were not good""",24th February 2018,True,"  Dhaka to Kolkata. We were kept waiting for 15 mins due to their software problems, even in the business class queue. At last, they checked us in under special service from another counter. The flight was delayed by 2.5hrs due to heavy fog that day. But for the business class ticket, we were given a good lounge with premium food and wi-fi. So wasn't much frustrated. We were chauffeured to our aircraft in a 2006 Toyota Axio. But we were a little disappointed as despite for paying for business class, our seats were not good. The galley's wall was in front of us, so we were deprived of a lot of leg room. But suddenly, a passenger fell ill as the plane taxied to the runway for take-off. So the plane had to go back to its initial position, drop off the sick passenger in an ambulance and then returned to the runway, resulting in another 40 min delay. At last, the plane took off. The food quality (snacks), was average. Was served a hot dog, shwarma, and cake. But the seat itself was comfortable beside Window. There was no infotainment system at all, let alone wi-fi. So was a bit disappointed. Landed at Kolkata after a short 30 min flight.",Boeing 737-800,Family Leisure,Business Class,Dhaka to Kolkata,January 2018,3.0,5.0,3.0,4.0,,,4.0,yes
16663,Regent Airways,5,"""the seats were uncomfortable""",8th December 2017,True,  Singapore to Dhaka. This was my first trip in Regent Airways. Very disappointing as the seats were uncomfortable with no digital entertainment or even any magazines other then newspapers. 4 hours journey felt like a never ending one. Worse was when they gave us an meal option to choose between 2 dishes A and B. Me and my wife both chose the same type A. The steward said they ran short of the same type. When she went to the passengers right behind us she offered them both the meal types A & B.  Have I not paid the same amount as all the other passengers of Business Class.,RX 785,Business,Business Class,Singapore to Dhaka,December 2017,2.0,2.0,1.0,5.0,,,4.0,no
16664,Regent Airways,1,"""I would not recommend""",24th October 2017,False,"  Dhaka to Cox's Bazar. My flight was on 17th July 2017. The flight was delayed for 45 minutes. Before starting the flight they just close the door and within 2/3 minutes inside the plane getting hot, something wrong with air-condition and air pressure was not ok, after 10/15 minutes plane was getting smoky and dark. We have been inside the terrible plane with horrible experience more than 30 minutes. They were unable to open the door for half an hour.  But it was a matter of regret that the authority didn’t contact with us by any way. I was surprised with their behavior. The aircraft condition was very poor. And the air-condition was not working properly. Stopped traveling with this airline. I would not recommend for next flight.",,Couple Leisure,Economy Class,Dhaka to Cox's Bazar,July 2017,1.0,3.0,2.0,1.0,,,2.0,no
16665,Regent Airways,2,"""aircraft condition was old""",1st January 2017,False,  Dhaka to Chittagong. The flight was delayed for 3 hrs and the staff were not telling the exact time to fly. The aircraft condition was old and the aircon was not working properly. We waited onboard the aircraft for a long time on the ground. I would not recommended for next flight. The food was okay but cold.,,Solo Leisure,Economy Class,DAC to CCP,December 2016,2.0,3.0,2.0,1.0,,,1.0,no
16666,Regent Airways,3,"""quickly going downhill""",7th October 2016,False,"  Chittagong to Dhaka with Regent Airways. A moderately good airline that is quickly going downhill. I fly the Regent domestic route (Chittagong to Dhaka) 5 to 10 times a year for business and international routes (Dhaka - Bangkok and Dhaka - Kuala Lumpur) typically three times a year. Regent used to be my go-to option to avoid the national joke that is Biman Airlines, but over the past year, Regent's reliability with domestic flights has gone significantly downhill, with consistently late flights and a frequently chaotic check-in process to get a boarding pass. Regent now offers consistent delays of 30 - 90 minutes for a routine daily domestic flight and staff who open the ticketing counter 20 minutes before the flight's takeoff time and then rush passengers along as if it's their fault. Flight delays because of weather or other unavoidable circumstances are understandable, but when it's due to poor planning or airline staff just showing up late, it's absurd. I've emailed Regent directly using their online customer service form and, of course, haven't received any response.
",,Solo Leisure,Economy Class,CGP to DAC ,October 2016,4.0,4.0,3.0,1.0,,,3.0,no
16667,Regent Airways,9,"""nothing but praise""",15th September 2016,False,"  This is the second time I have flown with Regent Airways from Bangkok to Chittagong return. Nothing but praise from on line booking to great flight attendants. The food is ok - plenty of drinks (dry airline). On the return trip the purser was a fantastic guy, and all the other staff were friendly and helpful as well. This is the only direct flight from Bangkok to Chittagong.",Boeing 737-700,Solo Leisure,Business Class,BKK to CGP,September 2016,5.0,5.0,5.0,4.0,,,5.0,yes
16668,Regent Airways,1,"""cabin crew were marvellous""",5th February 2016,False,"Traveled Regent Airways, Business Class from Bangkok to Chittagong and return. Flew to Chittagong on the 21st January, service was absolutely brilliant and cabin crew were marvellous. Food was delicious. Return was the same with a great crew (two of the crew remembered me from the previous trip), great comfort and food. All flights were on time. Comfortable seating in Business Class as well. Would recommend this airline as it is the quickest connection from Bangkok to Chittagong without going to Dhaka.",Boeing 737,Solo Leisure,Business Class,BKK to CGP ,January 2016,5.0,5.0,5.0,5.0,,,5.0,yes
16669,Regent Airways,7,"""overall value for money""",19th January 2016,False,"Dhaka to Singapore with Regent Airways. The check-in was smooth at Dhaka, better than my other check-in experiences at Dhaka.  The aircraft was a Boeing 737-700 which showed signs of aging. The interior needs refurbishment. The meal could have been better. The cabin crew was quite helpful and nice. There is no IFE in the cabin and difficult to kill time. Overall value for money.",Boeing 737-700,Solo Leisure,Economy Class,DAC to SIN,January 2016,3.0,4.0,3.0,4.0,,,4.0,yes
16670,Regent Airways,6,Regent Airways customer review,29th January 2014,False,I have flown with Regent a couple of times between Dhaka and Chittagong and Cox's Bazar and in general have found them to be OK although the air conditioning on their Dash 8 aircraft frequently doesn't work. However more recently I have twice flown with Regent on their new 737-400 aircraft fro Dhaka to Bangkok. However when they say new this actually means new for them as both aircraft are leased from other airlines and are actually starting to show signs of age. Only one of them has an onboard entertainment system which didn't work when I was on board and the other (seemingly older) aircraft actually still has ash trays in the arm rests which have been taped up to stop people from using them but on a lot of the seats the ash trays have been removed leaving a rather sharp and dangerous metal edge on the end of the arm rest. On my last trip from BK back to Dhaka the Pilot went AWOL and so were almost 2 hours late leaving BK. The meals on board are very typically Bangladesh and not good and of course you cannot get an alcoholic drink on board. The tea and coffee is also pretty bad. The FA's are for the most part friendly enough but efficiency is not their highpoint. However despite their shortcomings their prices are very good.,,,Economy Class,,,,,,,,,4.0,yes
16671,Regent Airways,1,Regent Airways customer review,29th November 2012,False,Excellent round-trip between DAC-ZYL recently. Booked my tickets online in UK and everything worked well without the need to re-confirm tickets etc. I will certainly use this airline again in future.,,,Economy Class,,,,,,,,,4.0,yes
16672,Regent Airways,9,Regent Airways customer review,24th June 2012,False,Cox's Bazar to Dhaka non-stop and one hour flight on a Bombardier Dash-8-Q300 on June 12. Excellent webpage meant was able to purchase domestic Bangladeshi flights from the UK using a UK debit card. Customer service personnel in Dhaka very helpful over the phone when requested confirmed itinerary resent via email. Check-in a breeze. Nice cabin interior and smartly turned out FAs provided snacks and beverages. Flight left on time and arrived the same.,,,Economy Class,,,,,,,,,4.0,yes
16673,Regent Airways,8,Regent Airways customer review,25th November 2010,False,DAC-CGP. Online booking available. On arrival at the domestic airport a Regent Airways porter carries your luggage to check in desk. Polite greeting from check in staff who handled process very efficiently enquiring about seat preference. Bussed to the a/c on air conditioned buses. Cabin crew polite and well groomed in their dark grey suits. Clean cabin good seat pitch and comfortable seats. The 30 minute flight includes a snack service consisting of a snack box and a soft drink. Punctual landing and baggage on the belt within 10 minutes of landing. Excellent flight overall.,,,Economy Class,,,,,,,,,4.0,yes
16674,Regional Express,1,"""The meal was wonderful""",16th March 2023,False,"  The best Australian business class flight I have taken. A friendly welcome by Liam and superb service from Lucinda in business class. The welcome to business class when asking what pre-flight drink we wanted to the lunch service - all done on one tray delivered to your seat and the service of the wine or soft drinks to each passenger was amazing. The meal was wonderful and high quality - even a warm bread roll, cake & chocolate as well as a bottle of water. ",Boeing 737-800,Solo Leisure,Business Class,Melbourne to Sydney,February 2023,5.0,5.0,5.0,5.0,,,5.0,yes
16675,Regional Express,1,"""Would not recommend!""",22nd April 2022,True,  Sydney to Melbourne. 5 hour delays for flight. Missed out on a lot activities planned for my birthday trip. Was offered vouchers for refreshments that were worthless. Would not recommend!,,Couple Leisure,Economy Class,Sydney to Melbourne,April 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
16676,Regional Express,1,"""a nice touch to be upgraded""",18th January 2022,True,"  I recently flew from Melbourne to Sydney and was impressed by the overall quality of Rex airlines. In particular, the cabin staff were extremely solicitous of our comfort and the food was delicious. I value good old-fashioned traditional service and Rex airlines appear to do so as well! It was also a nice touch to be upgraded to business class. Keep up the good work.",,Couple Leisure,Business Class,Melbourne to Sydney,January 2022,5.0,5.0,5.0,5.0,,,5.0,yes
16677,Regional Express,1,"""how impressed I was with Rex""",7th January 2022,True,"  Just a quick message to say how impressed I was with Rex for my return flight from Brisbane to Melbourne recently. The staff were extremely professional and courteous.  Bag drop off was seamless, flights on time and generous leg room. On my return flight I was upgraded which only added to the good experience had. Phillomena and her staff were welcoming and attentive, we couldn’t have asked for more. We have definitely recommended Rex to friends and family and will be using again next time we fly. Thank your staff for making what could be a stressful situation to a pleasure!",,Couple Leisure,Economy Class,Melbourne to Brisbane,December 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16678,Regional Express,1,"""thought they were fantastic""",3rd January 2022,True,"  I flew with them in April 2021 and thought they were fantastic. They were very helpful when checking in, on the plane they were extremely kind. The plane was clean and the service was incredibly generous. We were given a cup of water and what they called a “sweet snack” which my girlfriend and I just thought was so adorable. We flew back on Jetstar, and were disgusted by the service. ",,Couple Leisure,Economy Class,Melbourne to Gold Coast,April 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16679,Regional Express,1,"""The staff are exceptional""",29th December 2021,True,  have used Regional Express since the borders opened for domestic travel and I have to say the best domestic airline in Australia. The staff are exceptional from the moment you start the check in process and the flight crew go above and beyond to help out. Being a 6 foot person I have long legs but on the Rex flights I am not in a cramped position. Great leg room and in flight food/drinks is exceptional. The crew are very customer obsessed in a good way and always making sure you are comfortable.,Boeing 737-800,Family Leisure,Economy Class,Sydney to Melbourne,December 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16680,Regional Express,9,"""Very pleased with the experience""",13th December 2021,True,  I really rate Rex airlines. On time both ways. Helpful staff. Free snack and comfy seats. All for $140 return. Very pleased with the experience & would choose to fly with Rex again,,Solo Leisure,Economy Class,Canberra to Melbourne,December 2021,4.0,5.0,4.0,5.0,,,5.0,yes
16681,Regional Express,1,"""provided me with every assistance""",7th December 2021,True,"  My Wife and I accompanied by members of our family travelled to Merimbula on Friday morning the 3rd of December 2021 and returned to Sydney on Monday the 6th of December 2021. Every one of the employees with whom I came in contact provided me with every assistance which I needed, I can't thank your employees enough for what they did for me to make my Flights so enjoyable. My return flight was ZL6134, unfortunately I cannot find my forward boarding pass. I am forever grateful to the members of your staff!",,Couple Leisure,Economy Class,Sydney to Merimbula,December 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16682,Regional Express,9,"""a great overall experience""",7th December 2021,True,"  
Melbourne to Mildura return was my first experience flying Rex, and it was a great overall experience. Check-in at Melbourne was quick and easy (had already checked in online, but wanted to check a bag in as not sure how much storage there was on the Saab). The flight was quick and easy and the cabin crew member each way were friendly and professional. Snack and beverage served each way (coffee, tea, water, Byron Bay Cookie). Looking forward to flying on their 737 service later this month.",Saab 340,Couple Leisure,Economy Class,Melbourne to Mildura,December 2021,4.0,5.0,4.0,4.0,,,5.0,yes
16683,Regional Express,8,"""Thank you for refunding my ticket""",6th December 2021,False,  Thank you to REX Airlines for refunding my ticket which was nearly 12 months old that was cancelled due to COVID closedown. I had not realised that this facility was available and when I approached REX they  informed me they would refund the money. Thanks so much.,,Solo Leisure,Economy Class,Griffith to Sydney,June 2021,,,,,,,3.0,yes
16684,Regional Express,1,"""Value for money this airline is terrific""",1st December 2021,True,"  My return trip from Melbourne to Sydney was outstanding. Rex ground and flight crew were efficient, helpful and friendly. Value for money this airline is terrific. There are no hidden extras when you book and you actually pay the price that was advertised. Rex have a full COVID 19 Refund Policy which is easy to access. Within days of requesting a refund after Melbourne's last lockdown the money was back in my account. I can't rate Rex highly enough, this airline is the real deal.",Boeing 737,Solo Leisure,Economy Class,Melbourne to Sydney,November 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16685,Regional Express,1,"""refund was processed immediately""",20th August 2021,True,"  We had booked a REX flight from Sydney to Melbourne and return for a business trip in July/August 2021. We had to cancel the flights due to a Covid-19 outbreak and travel restrictions. The process of cancelling your flight with REX is so easy, simple and quick. The cancellation and refund was processed immediately with no questions asked. ",,Business,Economy Class,Sydney to Melbourne,July 2021,,,,,,,5.0,yes
16686,Regional Express,1,"""excellent customer service""",15th July 2021,True,"  I am flying to Adelaide today for my dads 91st birthday. Last week I tripped over and broke my left wrist in 2 places. So it was with some trepidation that i took this flight…but it has been the most fantastic experience. Darren assisted me right away to book in, helped me with my case and upgraded me to business class due to my injuries. Darren was so kind and caring! Amazing value and excellent customer service.",,Solo Leisure,Business Class,Melbourne to Adelaide,July 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16687,Regional Express,1,"""very family friendly""",8th July 2021,True," Excellent airline to fly, very family friendly, great in-flight complimentary service and staff are very friendly and willing to help. On par with Qantas and very well priced. Will always fly Rex.",Boeing 747-800,Family Leisure,Economy Class,Goldcoast to Sydney,July 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16688,Regional Express,7,"""Fabulous service""",24th June 2021,True,"  Julie from the customer service team was excellent in assisting us to change a flight at pretty short notice. I can't imagine how hammered airlines must be at the moment, and she was calm, helpful, and even called back when the call dropped out! Fabulous service.",,Business,Economy Class,Sydney to Armidale,June 2021,3.0,3.0,2.0,5.0,1.0,,5.0,yes
16689,Regional Express,1,"""handled everything beautifully""",23rd June 2021,True,"  My recent return flight from Melbourne to the Gold Coast with REX Airlines was excellent. Everything from booking to disembarking on the return flight was easy. The staff were friendly and professional. Given that CV19 issues are currently dominating travel within Australia, I felt REX Airlines handled everything beautifully.",,Solo Leisure,Economy Class,Melbourne to Gold Coast,May 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16690,Regional Express,9,"""We were most impressed""",16th June 2021,False,  This was a 4 day Southwest Gourmet Tour of Tasmania. The same aircraft stayed with us the entire time. It was a great size and seemed very efficient. All staff were very friendly and professional. We were most impressed.,,Couple Leisure,Premium Economy,Melbourne to King Island via Kingfisher Island,March 2021,4.0,5.0,5.0,5.0,,,4.0,yes
16691,Regional Express,1,"""never recommend this mob to anyone""",25th May 2021,True,"  I booked a flight online through an agency for a return flight to Adelaide from Melbourne. The conference I was in ran late and I missed my return flight. I rang the support help line and the rude supervisor informed me the ticket had been cancelled with no chance of getting me on another flight, or a refund. She was totally rude and unwilling to help me. I had to book on another airline at my expense to get home. Will never recommend this mob to anyone, they should stick to regional flights and not try to mix it with the professional carriers in domestic flights. They should also try employing polite reasonable supervisors with customer service in mind. I rang them and spoke to a service person, who went and asked her supervisor who refused to transfer me onto another flight, but just cancelled my ticket with no refund. Disgraceful",,Business,Economy Class,Adelaide to Melbourne,May 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
16692,Regional Express,9,"""very pleasant and enjoyable flight""",21st May 2021,True," Overall very pleasant and enjoyable flight, especially for the price point. (That basically places it directly against budget carriers like Jetstar and they are just in completely different leagues). The Rex domestic 737 fleets, as you may know already uses previous Virgin Australia planes, and the interior is essentially Virgin themed (Virgin colored head rests, bulkhead covers). Which don't get me wrong, it isn't a bag thing at all. This means at a budget rex price you get to enjoy full service carrier class legroom (same legroom ad Virgin Australia) and everything. There are also snacks provided during the flight (again, something you don't see often at this price point) along with a complimentary drink. Boarding is done via jetbridges for the front section of the airplane and stairs for the back section, to speed up turnover times. Overall, an excellent option that definitely introduces fresh competition to the other carriers serving this short Melbourne-Sydney route!",Boeing 737-800,Solo Leisure,Economy Class,Melbourne to Sydney,May 2021,4.0,5.0,4.0,5.0,3.0,,5.0,yes
16693,Regional Express,2,"""will not travel again with Rex""",4th May 2021,True,"  I booked the wrong way instead of MEL-SYD-MEL booked SYD-MEL-SYD same dates. Once I found the error, called 131713 and informed the same within 48 hours of purchasing the 6 tickets under single booking. This is 3 weeks before the flight. This girl charged $66 for each passenger although all six under single booking. Return flight cost $77 but 2 minutes route change cost additional $66 per passenger. Very unhappy and will not travel again with Rex.",,Family Leisure,Economy Class,Melbourne to Singapore,May 2021,,,,,,,1.0,no
16694,Regional Express,7,"""Friendly customer service""",3rd May 2021,True,  Friendly customer service. Complementary snack and hot drinks were offered on board. Very reasonably priced - my fare included checked in luggage up to 23kg. Plane was on time Highly recommend this company.,,Solo Leisure,Economy Class,Sydney to Melbourne,May 2021,4.0,4.0,4.0,3.0,,,5.0,yes
16695,Regional Express,1,"""friendly and service oriented airline""",30th March 2021,True,  I took advantage of incredible airfares for a short trip to Sydney and can't fault my flights. From check-in to the Cabin crew especially Andy and all ground crew I interacted with everything was spot on. For a short flight they certainly delivered and I experienced the same on my return flight to Melbourne. It's about time Australia had such a friendly and service oriented airline.,Boeing 737,Solo Leisure,Economy Class,Melbourne to Sydney,March 2021,5.0,5.0,5.0,5.0,,,5.0,yes
16696,Regional Express,1,"""one of the best flying experiences""",29th March 2021,True,"  My family and I were amongst passengers on the first ever Gold Coast- Melbourne REX flight. We had one of the best flying experiences ever. Despite the technical issue, which was sorted out quickly, the crew remained polite and attentive. The passengers kept informed and updated, excellent service on board. Big heartfelt thanks to all flight attendants, Tup, Lucinda, Jordan, Tanya, Nicole and others. You have made us feel so welcomed and comfortable. Special thanks to the pilot, this was the softest take off, flight and landing ever. With endless compliments we highly recommend REX airlines to everyone.",Boeing 737,Family Leisure,Economy Class,Gold Coast to Melbourne,March 2021,4.0,5.0,5.0,5.0,,,5.0,yes
16697,Regional Express,9,"""a fresh choice for Australians""",22nd March 2021,True," I flew on the new jet service this weekend past and I was really pleased - no, delighted - with the experience. The check-in teams and boarding teams at both SYD and MEL treated me like a valued customer and couldn’t be nicer. The crew were welcoming and continued that valued experience through to disembarking, and the ramp team handled my bag and delivered it without worry to me. The in-flight magazine’s page about in-flight exercises was really difficult to read. And I didn’t know it was a cash-bar only, I wanted to buy a drink but I only had my credit card. Also, Manage booking has been down for a while now. Otherwise, a fresh choice for Australians that places the customer’s airport experience at the core of the experience.",Boeing 737-800NG,Solo Leisure,Economy Class,Melbourne to Sydney,March 2021,4.0,5.0,3.0,5.0,,,5.0,yes
16698,Regional Express,1,"""very much appreciated this kind gesture""",13th September 2020,False,"  I attempted to book a ticket online to travel from Dubbo to Sydney late 2/9/2020, for a 3/9/2020 flight. It was indicated that there were no seats available for the 3/9/2020 flight, so I booked for 4/9/2020. My Sister was dying in the Martor Hospital in North Sydney, and her Family called me 3/9/2020 to say she was in a critical condition. I phoned Rex, and spoke to a lovely Customer Service person. This person could see that I had tried to book online 2/9/2020, and said even though she was not supposed to, that she would change my flight from 4/9/2020 to 3/9/2020. Thanks to this wonderful person, I was able to be with my Sister before she passed on 4/9/2020. If I had taken the 4/4/2020 flight, my Sister would have passed before I got to say goodbye. I very much appreciated this kind gesture.",SAAB,Solo Leisure,Economy Class,Dubbo to Sydney,September 2020,4.0,4.0,4.0,5.0,,,5.0,yes
16699,Regional Express,1,"""Consistently delayed""",24th January 2020,True," Townsville to Cairns. Unreliable. Consistently delayed and then cancelled at the last minute with no warning. Worst airline in Australia by a long way. If you're booking with REX to save $50 or get a flight a couple of hours earlier/later don't risk it, just book with the real airlines.",,Business,Economy Class,Townsville to Cairns,January 2020,1.0,1.0,,2.0,,,1.0,no
16700,Regional Express,8,"""commend flight attendant Georgia""",13th August 2019,False,"  I flew with Rex on 4 flights recently between Lismore, Sydney and Wagga, and return. All flights were on time, comfortable, and the service was very good. I particularly wanted to commend flight attendant Georgia on the Wagga - Sydney flight. She exuded a genuinely warm personality in every aspect of her work, from the friendly smile and pleasant voice to the competent service.",,Solo Leisure,Economy Class,Wagga Wagga to Sydney via Lismore,June 2019,4.0,5.0,4.0,4.0,,,4.0,yes
16701,Regional Express,1,"""We were very impressed overall""",9th August 2019,True,"  Amazing customer service - review delayed due to ill health. In May I was flown by Royal Flying Doctor Service to Adelaide where I spent 6 days due to a sudden, acute illness and after which I flew with your airline to Broken Hill where we had left our caravan so we could return to our home in Sydney for further medical care. Among the passengers on the flight were an elderly, frail woman and a woman returning to her regional home after shoulder surgery - I was feeling pretty fragile myself. We were all at the front of the plane and my husband and I were really impressed with the flight attendant, Abby, for whom nothing seemed too much trouble and who was very mindful of the particular issues the elderly lady and the post-surgery lady, both travelling alone, faced. Abby had a delightful demeanour and the service she provided was both efficient and compassionate. We were very impressed overall.",,Couple Leisure,Economy Class,Adelaide to Broken Hill,May 2019,4.0,5.0,,4.0,,,4.0,yes
16702,Regional Express,1,"""worst customer service""",4th August 2019,True,"  Merimbula to Melbourne. The reception guy was extremely  rude with no customer service at all. We are from Western Australia but our luggage, instead of Melbourne residers', was picked out to be not coming back with us from Merimbula to Melbourne, due to weather condition. I missed out the announcement because I was outside of the waiting room. The guy at the reception at Merimbula did not have any empathy, or patience to explain the situation but rush and threaten me if I don't do as he said quickly he will let the pilot know to depart without me. The most frustrating day and the worst customer service I have ever encountered in my life. ",,Business,Economy Class,Merimbula to Melbourne,July 2019,1.0,3.0,,1.0,,,2.0,no
16703,Regional Express,9,"""delighted with customer service""",25th July 2019,True,"  I was flying today from Albany to Perth and was particularly delighted with the customer service from Kiara. I am flying almost every week with different companies and I haven’t had a better flight attendant. It is very challenging to make people comfortable on a small plane like Saab SF340, but her attitude makes it very different experience. She is smiling and very friendly, very understanding in difficult situation.",Saab SF340,Business,Economy Class,Albany to Perth,July 2019,4.0,5.0,,4.0,,,3.0,yes
16704,Regional Express,3,"""the least reliable airline""",25th July 2019,True,"  Perth to Albany. Rex is the least reliable airline I have ever flown. Around 50% of the flights I take are late and often by 4-6 hours. The worst thing is the late and casual way they inform you about your delay. You are typically 30mins from boarding and receive a text that the plane will leave in x hours and no excuse is given. I think they are half way through the contract on this route and I hope they lose the franchise. If you actually get on the plane, it is ok but cramped and tired. But you really can’t rely on Rex at all.",,Business,Economy Class,Perth to Albany,July 2019,1.0,3.0,1.0,1.0,,,2.0,no
16705,Regional Express,2,"""worst regional airline""",1st July 2019,True,"  Perth to Albany. This is the worst regional airline I have ever had to fly. They are always late with very poor communication. Fortunately for them, there is no competition in the routes they fly. Otherwise they would not have a business. They should be ashamed of the poor service they provide.",,Business,Economy Class,Perth to Albany,July 2019,1.0,3.0,1.0,1.0,,,2.0,no
16706,Regional Express,8,"""kindness has humbled me greatly""",28th May 2019,False,  Just want to say a big ‘thank you’ to Julie in customer service! We had an unexpected death in the family & I had to change my teenage sons flights to get him home early. Julie was so kind & made sure the flight crew were aware that he may be a little emotional. She even went as far as to ring me an hour before his flight to reassure me that they were going to keep an eye out for him. Thank you. Your kindness has humbled me greatly.,,Family Leisure,Economy Class,Melbourne to Mildura,May 2019,,4.0,,5.0,,,3.0,yes
16707,Regional Express,1,"""highly recommend REX""",21st February 2019,True,"  I have flown with Reginal Express or 'REX' as known locally several times previously. Last Thursday 14th February 2019 I boarded a flight back home to Adelaide from Mount Gambier where I had been on a business trip. I was greeted by Carly who was our flight attendant for the flight. I was pleasantly surprised by her level of service and professionalism. I can say every other time I had flown REX the service was good, although on this day it was outstanding. She made everybody on board feel welcome, she provided snacks and drinks to all passengers and walked the aisle regularly to enquire if any of the passengers required anything, I'd like to personally congratulate her on her level of service, well done! I would highly recommend REX to anyone flying regionally within Australia.",SAAB 340,Business,Economy Class,Mount Gambier to Adelaide,February 2019,3.0,5.0,5.0,4.0,,,4.0,yes
16708,Regional Express,1,"""a very enjoyable experience""",29th September 2018,True,  Monkey Mia to Perth. The flight attendant Kiara was such a delight. She was so welcoming and made every effort to make the flight as comfortable and enjoyable as possible. Her personality was a delight. I was lucky enough to have her on my return trip to Perth. So much nicer than the Virgin staff (Melbourne to Perth) who could barely crack a smile. Thank you for a very enjoyable experience.,,Solo Leisure,Economy Class,Monkey Mia to Perth,September 2018,5.0,5.0,,5.0,,,5.0,yes
16709,Regional Express,1,"""always delayed, overly expensive""",25th August 2018,True," Sydney to Griffith. Always delayed. Overly expensive. Overall experience is beyond poor. 70% of the time I experience delays. The only reason I fly with REX is because no other airline goes to my rural destination. I understand delays are sometimes unavoidable, however, that should be the exception, not the norm!",,Solo Leisure,Economy Class,Sydney to Griffith,August 2018,1.0,2.0,1.0,1.0,,,1.0,no
16710,Regional Express,2,"""customer service is poor""",24th August 2018,True," I have been flying to work with Rex airlines every week since December between Burnie and Melbourne. Unfortunately it is the only airline operating in this route so I have to put up with their poor service. 80 percent of the flights have been delayed. The customer service is poor so that you can`t even get a proper explanation why your flight is delayed. In one instance, my checked baggage got damaged while traveling from Melbourne to Burnie. My damage claim got rejected on the basis that the damage is reasonable. I just feel bad that I am a regular Rex airlines customer.",Saab SF340 A/B,Business,Economy Class,Burnie to Melbourne,August 2018,1.0,5.0,1.0,1.0,,,1.0,no
